labels,comments
0,"UPDATE VINCE, pembaruan cepat tentang kandidat pekerjaan: 1) Nelson Nelson: Menyampaikan permintaan Anda ke Norman, dan mengatakan kepada Nelson bahwa tawaran sedang berlangsung. tidak menyebutkan angka spesifik untuknya. 2) Charles Shen: Meninggalkan pesan untuknya bahwa kami akan kembali kepadanya minggu depan dengan rincian penawaran. 3) Diwawancarai melalui telepon Tom Barkley di Thunderbird (dibawa ke perhatian kami oleh perekrut Enron di sana). Dia terlihat sangat menarik jadi saya mencoba menjadwalkan kunjungan ke Enron untuknya. Dia akan menyelesaikan T - Bird pada bulan Desember (MBA) dan memiliki bujangan dengan penghargaan dalam matematika. Selamat berakhir pekan . Stinson"
0,"Re: 12/17 Churn - - EB 29 ke EBL 9 Pekerjaan Selesai! - - - - - - - - - - - - - - - - - - - - - - ' - - - - - - - - - - - - - - - - - ' hou / ect @ ect, dolores sustaita / ePsc / hou / ect @ ect, Janelle duree / hou / ect @ ect subjek: Re: 12/17 churn - - EB 29 ke ebl 9 Saya punya teman -teman di sana untuk menyelesaikan permintaan ini . Kami tidak memindahkan tanaman tetapi kami akan kali ini. Ada hal lain, beri tahu saya. Lupe Move - Team @ ECT 12/21/99 02: 26 PM Dikirim oleh: Linda Richard @ ect ke: Lupe Rodriguez / Corp / Enron @ Enron CC: Kevin G Moore / Hou / ect @ ect, Dolores Sustaita / EPSC / HOU / ECT @ ECT, Janelle Duree / Hou / ECT @ ECT Subjek: 12/17 Churn - - EB 29 untuk EBL 9 Hi Lupe! Ada sekitar 25 kotak, beberapa lemari file kecil dan 2 tanaman (tanaman 3 kaki dan 9 kaki) yang siap dipindahkan dari 29 menjadi 19. Ini adalah bagian dari lantai 29 ke -29 churn. Barang -barangnya adalah barang -barangnya. Terletak di berbagai kantor area ""fishbowl"" di lantai 29. Mereka diberi label dengan lokasi yang ditunjuk lantai ke -19. Ada 2 lemari file yang lebih besar yang terletak di lorong. 2 pabrik perlu dibawa ke EBL 944 . Apakah ada untuk mengerjakan ini dalam jadwal Anda di Tommorring? Terima kasih Linda"
0,"Pertemuan Profiling Pelanggan - Amandemen Bob Shults dijadwalkan berada di Atlanta, GA pada tanggal 17 Maret dan ingin menjadwal ulang ""pertemuan profil pelanggan"", hingga Jumat, 24 Maret pada 1: 30 p. M . , lokasi yang akan diumumkan. Jika Anda tidak dapat hadir, beri tahu saya. Lydia 3 - 9975"
0,"Simposium GT di QCF, 7 April Harap bagikan pengumuman berikut dengan rekan Anda. Institut Georgia Simposium Teknologi tentang Keuangan Kuantitatif dan Komputasi Jumat, 7 April 2000 Auditorium Marc Bldg. Di kampus Georgia Tech yang disponsori oleh Dupree College of Management, College of Engineering School of Industrial and Systems Engineering, dan College of Sciences School of Mathematics. Program: 12: 30 - 12: 40 Selamat Datang Michael Thomas, Provost Georgia Tech 12: 40 - 12: 45 Pengenalan Pembicara Pertama 12: 45 - 1: 30 Walter J. Muller III, Bank of America ""Model Suku Bunga untuk Harga Sekuritas Pendapatan Tetap"" 1: 30 - 1: 40 T&J dan Pengenalan Pembicara Kedua 1: 40 - 2: 25 Steven l. Allen, Chase Manhattan Bank ""Manajemen Risiko Pasar - - Apa yang Dapat Kita Pelajari Dari Pengalaman 1997 dan 1998?"" 2: 25 - 2: 45 Istirahat 2: 45 - 2: 50 Pengenalan Pembicara Ketiga 2: 50 - 50 - 3 : 35 Billy Thornton, Invesco Capital Management ""Konstruksi portofolio optimal dan kontrol risiko"" 3: 35 - 3: 45 T&J dan pengenalan pembicara keempat 3: 45 - 4: 30 Ron Dembo, Algorithmics, inc. ""Mengukur Risiko Lembaga Keuangan Besar"" 4: 30 - 4: 40 T&J dan Pengenalan Pembicara Kelima 4: 40 - 5: 25 Alexander Eydeland, Pemasaran Energi Perusahaan Selatan l. P . ""Derivatif Energi"" 5: 25 - 5: 40 Penutupan / Waktu Ekstra 5: 45 - 6: 30 Penerimaan Biografi pendek dari speaker diberikan di bawah ini. Pendaftaran: Tidak ada biaya untuk hadir di Simposium. Namun, ruang terbatas, jadi kami mendorong Anda untuk memberi tahu kami bahwa Anda akan hadir. Silakan kirim informasi berikut sebelum Rabu, 5 April 2000. Konferensi: ""QCF"" Nama Depan: Nama Belakang: Perusahaan / Lembaga: Departemen: Alamat: Kota: Negara Bagian / Provinsi: Zip / Kode Pos: Telepon: Faks: Email: ke Robert Kertz E - Mail: Kertz @ Math. Gatech. edu fax: 404 - 894 - 4409 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * pengaruh: Anda bisa Buat pengaturan hotel Anda sendiri dengan salah satu dari banyak hotel di kota. Beberapa hotel yang dekat dengan kampus Tech adalah: Holiday Inn Express (404 - 881 - 0881), Days Inn, 683 Peachtree Street (404 - 874 - 9200), Renaissance Hotel, w. Peachtree Street (404 - 881 - 6000), Marriott Courtyard, 1132 Techwood Drive (404 - 607 - 1112), dan Regency Suites, 975 West Peachtree Street (404 - 876 - 5003). Dalam semua kasus, tanyakan tentang tingkat teknologi Georgia. * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Lokasi: Konferensi akan diadakan di auditorium lantai pertama di Pusat Penelitian Manufaktur (Marc Bldg.), 813 Ferst Drive, di kampus Georgia Tech di Atlanta, Georgia. Peta: Peta kampus dapat ditemukan di web di http: / / gtalumni. org. Konferensi ini berada di Pusat Penelitian Manufaktur ( # 126 di peta), yang merupakan bangunan persegi panjang tepat di utara Gedung Groseclose ( # 56 di peta) dan Pusat Instruksional ( # 55 di peta). Petunjuk: (Arah tambahan dapat ditemukan di situs web yang terkait dengan gedung Marc) oleh Marta: Ambil North - South Marta Train ($ 1. 50) ke pintu keluar North Avenue. Stasiun ini berada di sudut timur laut Peachtree Barat dan North Avenue. Berjalanlah ke barat di sepanjang North Avenue melewati universitas dan di atas jalan bebas hambatan. Setelah stadion sepak bola, angkat langkah dan masuk ke kampus. Berjalan secara diagonal di seberang kampus dan tanyakan beberapa siswa di mana menemukan pusat penelitian manufaktur. Dengan mobil, jika Anda memasuki Atlanta dari I - 20 atau saat bepergian ke utara di I - 75 atau I - 85: I - 75 dan I - 85 bergabung di Atlanta untuk membentuk I - 75/85. (Jika Anda berada di I - 20, pergi ke utara di I - 75/85 di tengah Atlanta.) Keluar dari Expressway di Exit 100 yang merupakan jalan keluar Spring Street dan West Peachtree Street. Belok kiri di lampu kedua ke West Peachtree Street. Belok kiri di lampu pertama ke North Avenue. Travel West di North Avenue dan ikuti tanda -tanda ke ""Center for the Arts"". Tanda -tanda ini akan meminta Anda untuk berbelok ke kanan ke Tech Parkway yang merupakan lampu lalu lintas kedua di sepanjang kampus GT, kemudian belok kanan pada lampu pertama, dan kemudian Anda dipaksa untuk berbelok ke kanan atau kiri ke Ferst Drive. Sekarang buka bagian Parking Arah Parkir di bawah ini. Dengan mobil, jika Anda memasuki Atlanta saat bepergian ke selatan pada I - 75 atau I - 85: I - 75 dan I - 85 bergabung di Atlanta untuk membentuk I - 75/85. Keluar dari Expressway di Exit 100 yang merupakan pintu keluar North Avenue. Belok kanan di bagian atas jalan ke North Avenue. Travel West di North Avenue dan ikuti tanda -tanda ke ""Centre for the Arts."" Tanda -tanda ini akan meminta Anda untuk berbelok ke kanan ke Tech Parkway yang merupakan lampu lalu lintas kedua di sepanjang kampus GT, lalu belok kanan pada lampu pertama, dan kemudian Anda terpaksa berbelok ke kanan atau kiri ke Ferst Drive. Sekarang buka bagian Parking Arah Parkir di bawah ini. Petunjuk Parkir: Belok kanan ke Ferst Street, lalu belok kiri ke jalan masuk Student Center yang merupakan jalan masuk kedua di sebelah kiri Anda. Ada biaya $ 4. Berjalan ke utara melewati pusat instruksional ke pusat penelitian manufaktur. Untuk informasi lebih lanjut, silakan hubungi Profesor Robert Kertz melalui email di Kertz @ Math. Gatech, Edu, dengan faks di 404 - 894 - 4409, melalui telepon di 404 - 894 - 4311 atau melalui surat reguler di Profesor Robert Kertz School of Mathematics Georgia Institute of Technology Atlanta, GA 30332 - 0160. * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Biografi pembicara Steven l. Direktur Pelaksana Allen, Manajemen Risiko Pasar untuk Derivatif Chase Manhattan Bank, New York Steve Allen adalah direktur pelaksana dalam kelompok manajemen risiko pasar Chase Manhattan Bank, memimpin tim produk derivatif. Dia memulai karirnya pada tahun 1967 dengan Chase, di mana penugasannya termasuk Wakil Direktur Ilmu Manajemen dan Manajer Pemodelan dan Sistem untuk Komite Kewajiban Aset. Dari 1981 hingga 1991, ia adalah Direktur Penelitian untuk Kegiatan Perdagangan Chase, yang bertanggung jawab atas pengembangan model dan analitik. Karier manajemen risikonya dimulai pada tahun 1991 dengan Divisi Amerika Utara Union Bank of Swiss, di mana ia menjadi manajer risiko pasar untuk produk pendapatan tetap. Dia mengambil posisinya saat ini pada tahun 1995 dengan Chemical Bank, bergabung kembali dengan Chase dengan manfaat merger. Steve belajar matematika sebagai sarjana di Columbia College dan sebagai mahasiswa pascasarjana di Courant Institute di New York University. Dia saat ini mengajar manajemen risiko dalam program Masters di Matematika di bidang Keuangan di Courant. Dia adalah Co - penulis ""Menilai Investasi Pendapatan Tetap dan Sekuritas Derivatif"". * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Ron s. Presiden Dembo dan Chief Executive Officer Algorithmics, Inc. Toronto Ron Dembo adalah Presiden dan Chief Executive Officer of Algorithmics, Inc. , penyedia terkemuka Perangkat Lunak Manajemen Risiko Keuangan yang Inovatif - yang ia dirikan pada tahun 1989. Sebelum algoritmika pendirian, ia menciptakan dan mengelola grup di Goldman Sachs yang bertanggung jawab untuk pemodelan optimasi pendapatan tetap. Sebelum itu, ia memegang beberapa posisi di dunia akademis. Dari tahun 1976 hingga 1986, ia menjabat sebagai asisten dan associate professor riset operasi dalam ilmu komputer di Universitas Yale, dan sebagai profesor tamu untuk penelitian operasi di Massachusetts Institute of Technology. dr. Dembo memperoleh pH. D . dalam penelitian operasi dari University of Waterloo, Ontario (1975). Dia telah menulis dan menerbitkan lebih dari 50 makalah teknis tentang keuangan dan optimasi matematika dan memegang dua paten untuk replikasi portofolio. Buku terbarunya tentang Risiko, ""Melihat Besok: Berat Risiko Keuangan dalam Kehidupan Sehari -hari, yang ditulisnya dengan Andrew Freeman, diterbitkan pada Mei 1998 oleh Wiley in the U. Ulasan model Ernst; dan verifikasi harga. * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * Billy Thornton Direktur Penelitian Kuantitatif Invesco Capital Management 1360 Peachtree Street Atlanta, GA 30309 Billy Thornton adalah mitra di Invesco dan Direktur dalam Kelompok Penelitian Kuantitatif. Billy memulai karirnya pada tahun 1979 sebagai konsultan manajemen di Andersen Consulting, sebelum bergabung dengan Bellsouth sebagai analis ekonomi peraturan pada tahun 1981. Billy selanjutnya pindah ke akademisi Sebagai profesor keuangan yang mengajar keuangan perusahaan untuk program sarjana, lulusan dan eksekutif di Sekolah Bisnis Goizueta, Universitas Emory. Sementara seorang profesor di Emory, ia menghabiskan satu tahun sebagai sarjana tamu di proyek -proyek khusus yang meneliti Federal Reserve Bank of Atlanta. Terus mengajar keuangan perusahaan, Billy bergabung dengan Clark Atlanta University pada tahun 1995. Selama waktu ini, ia juga bekerja sebagai konsultan dengan Watson Wyatt di seluruh dunia melakukan konsultasi alokasi aset, dan pendidikan dan pelatihan eksekutif. Billy bergabung dengan Invesco pada tahun 1998 untuk memimpin Departemen Penelitian Kuantitatif Invesco. Tim analisnya melakukan pemodelan statistik, meneliti strategi investasi, dan menetapkan kontrol manajemen risiko. Billy mendapatkan b. S . dalam matematika dari Universitas Clark Atlanta pada tahun 1977 dan m. S . dalam statistik dari Carnegie - Universitas Mellon pada tahun 1979. Dia lulus dari Universitas Harvard, mendapatkan ph. D dalam Ekonomi Keuangan pada tahun 1989 bersama -sama dari Harvard Business School dan Departemen Ekonomi Harvard, dan juga menerima m -nya. S . dalam Ekonomi Bisnis pada tahun 1987. Billy adalah anggota kepemimpinan Atlanta, Kelas 1994, dan kepemimpinan Georgia, Kelas 1996."
0,Permintaan yang dikirimkan: Permintaan akses untuk amitava. dhar @ enron. com Anda telah menerima email ini karena pemohon menetapkan Anda sebagai manajer mereka. Silakan klik persetujuan untuk meninjau dan bertindak berdasarkan permintaan ini. ID Permintaan: 000000000011185 Permintaan Buat Tanggal: 12/21/00 4: 20: 10 malam diminta untuk: amitava. dhar @ enron. Nama Sumber Daya COM: Aplikasi / Perangkat Lunak Tidak Daftar Jenis Sumber Daya Perangkat Lunak: Aplikasi
0,"Halo Vince yang terhormat, saya hanya ingin memberi tahu Anda bahwa saya bekerja di sini untuk musim panas. Saya dengan CTG (Transaksi Komersial) di Grup Layanan Industri di lantai 30. Saya senang bisa kembali ke Enron dan menantikan musim panas yang hebat. Saya juga senang mengetahui bahwa itu berhasil dengan anggota baru yang telah bergabung dengan penelitian. Saya harap Anda memiliki akhir pekan Hari Peringatan yang sangat menyenangkan dan ulang tahun yang lebih baik. Selamat ulang tahun yang terlambat ! Salam Hangat, Van"
0,"Saya ingin memberi Anda umpan balik. Elena Chilkina telah jauh di atas Call of Duty untuk membantu saya dalam proyek penelitian yang sangat penting. Saya mencoba melakukan beberapa penelitian di pasar bahan bakar global untuk Jeff Shankman. Ketika saya menyebutkan ini kepada Elena, dia sangat membantu dalam membantu saya menyusun beberapa informasi yang sangat berguna tentang pemberitahuan yang sangat singkat. Dia dapat dengan cepat mendefinisikan ruang lingkup proyek dan mengumpulkan beberapa informasi terkait. Karena ini bukan salah satu tugas regulernya, dia menghabiskan banyak jam ekstra untuk membantu kami dalam proyek ini. Saya hanya ingin memberi tahu Anda tentang pekerjaan yang dilakukan dengan baik. Salam, Craig"
0,"Re: FW: Stanford atau - Magang Musim Panas Orang ini memiliki keterampilan kuant dasar, dll. Tetapi di EBS kita membutuhkan magang yang mungkin dari sekolah MBA, bukan PhD. Saya pikir dia adalah magang musim panas yang cocok untuk penelitian Enron dan kita dapat mengulanginya ke dalam penelitian EBS karena kita membutuhkan bantuan (yang mungkin). Ravi. vince j kaminski @ ect  02 / 29 / 00 08 : 23 am  to : stinson gibner / hou / ect @ ect  cc : ravi thuraisingham / enron communications @ enron communications , vince j  kaminski / hou / ect @ ect  subject : fw : stanford or - Summer Intern Stinson, haruskah kita mendapatkannya juga? Sepertinya dia memiliki keterampilan yang tepat. Kami mungkin telah memaksimalkan jumlah magang musim panas melalui program A / A. Kami harus mempekerjakannya secara langsung. vince - - - - - - - - - - - - - - - - - - - - - - - - Dikeret oleh Vince J Kaminski / Hou / ect pada 02/29 / 2000 08: 20 pagi - - - - - - - - - - - - - - - - - - - - - - - - ' Net CC: Vince J Kaminski / Hou / ect @ ECT Subjek: FW: Stanford atau - Magang Musim Panas Hai Ravi: Saya telah mengirim email sekitar satu minggu lalu dengan resume saya untuk magang musim panas. Saya pikir alamat yang saya kirimkan tidak benar, jadi saya kembali. Saya juga akan memberi tahu yang lain dalam grup untuk mengirim resume kepada Anda. terima kasih . Salam, Shikhar - - - - - - - - - - - - - - - - - - - - - - - - - - Shikhar Ranjan PhD Manajemen Mahasiswa Ilmu & Teknik Stanford University CA (650) 497 5762 - - - - - Pesan Asli - - - - - Dari: Shikhar Ranjan ke: CC: Terkirim: Minggu, 20 Februari 2000 5: 24 PM Subjek: Stanford atau - Magang Musim Panas> Hai Ravi: >> Temukan terlampir resume saya untuk program magang musim panas. Saya> minta maaf atas keterlambatannya. Kami benar -benar kehilangan info kontak Anda. Harap beri tahu saya> tahu apakah Anda akan memerlukan informasi tambahan dan / atau surat lamaran> selain resume dan saya dapat mengirimkannya segera. >> Terima kasih >> Salam,> Shikhar> - - - - - - - - - - - - - - - - - - - - - - - - - - -> Shikhar Ranjan> Siswa PhD> Ilmu & Teknik Manajemen> Stanford University CA> (650) 497 5762> - resumeo 0 - ene. dokter"
0,"Lelang dengan hak petahana atas penolakan pertama Shelley, kolega saya, Clayton Vernon, yang memiliki latar belakang ekonomi, menulis ringkasan argumen singkat terhadap ROFR. Kami sedang mengerjakan pendekatan kedua untuk masalah ini: kami mencoba menghasilkan perkiraan numerik dari nilai opsi ini. Fakta bahwa pengirim yang berkuasa memiliki opsi ini memiliki konsekuensi distribusi: ia memiliki sesuatu yang tidak pernah ia bayar. Memiliki perkiraan numerik dari nilai opsi ini dapat membantu untuk membantahnya. Nilai opsi semacam itu spesifik; Jadi kami lebih suka menghasilkan templat yang dapat Anda gunakan untuk penilaian kasus per kasus. Vince Kaminski - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Vince J Kaminski / Hou / ect pada 01 /20 /2000 08: 34 AM - - - - - - - - - - - - - - - - - - - - - - - ' / ect @ ect, zlu / hou / ect @ ect subjek: Lelang dengan hak incumbent untuk penolakan pertama Vince - Berikut adalah esai tentang masalah yang Anda diskusikan: dampak ekonomi yang merugikan dari ""hak penolakan pertama"" opsi untuk ""menolak pertama"" untuk mencocokkan penawaran pesaing adalah pengekangan perdagangan bebas dan penghalang untuk efisiensi di pasar. Kesimpulan ekonomi ini tidak ambigu. Jika ""petahana"" memiliki hak untuk mencocokkan penawaran yang dibuat oleh pesaing, untuk barang atau layanan nilai, maka beberapa pesaing akan menginvestasikan waktu dan biaya yang diperlukan untuk mempersiapkan dan mengirimkan penawaran, penawaran tersebut akan lebih rendah dari yang seharusnya Sebaliknya, dan kontrak akan sering diberikan kepada petahana yang tidak efisien daripada penantang yang lebih efisien. Dalam pelelangan tradisional, di mana semua tawaran disegel dan item untuk pelelangan diberikan kepada penawar tertinggi, kami dapat dengan aman memprediksi item tersebut akan diberikan kepada penawar yang paling menghargai itu, dengan harga yang mencerminkan nilai penuh dari item untuk dilelang. Ini adalah hasil yang efisien dalam ekonomi pasar, karena pembiayaan tawaran tinggi mencerminkan sumber daya yang dialokasikan secara bebas untuk penawar tinggi. Jika pelelangan memiliki tawaran terbuka, kami dapat lagi dengan aman memprediksi item yang akan diberikan kepada penawar yang benar, meskipun dengan harga yang sedikit lebih rendah kepada donor item tersebut karena penawar dengan penilaian tertinggi dapat dengan mudah bertambah dengan jumlah yang sangat kecil pada kedua. - Penilaian tertinggi. Sekarang, dalam pelelangan yang dimodifikasi, di mana seorang penawar yang berkuasa memiliki hak untuk mencocokkan tawaran tertinggi dan menyimpan barang untuk dirinya sendiri, masing -masing penawar yang bersaing harus membenarkan uji tuntasnya sendiri dan biaya persiapan penawaran terhadap skenario berikut, dan kemungkinan, skenario: petahana yang berkuasa: orang yang berkuasa: orang yang berkuasa: orang yang berkuasa: orang yang berkuasa: tidak menghabiskan dirinya untuk uji tuntas, tetapi menggunakan tabungan ini untuk membantu membiayai pencocokan tawaran teratas dari pesaing. Sederhananya, petahana dengan ""hak penolakan pertama"" dapat dengan aman diprediksi untuk hanya mencocokkan tawaran pesaing mereka dengan ""aturan praktis."" Tetapi penilaian barang petahana untuk pelelangan dapat lebih kecil dari penilaian penilaian dari pesaing, dengan jumlah uji tuntas dan biaya administrasi. Dan, perusahaan yang berkuasa mengambil alih keahlian para pesaingnya, tidak hanya dalam penilaian mereka sendiri, latihan keuangan nontrivial, tetapi dalam rincian operasional apa pun yang harus diserahkan bersama dengan tawaran tersebut. Selain itu, dalam konsep esoterik yang dikenal sebagai ""Kutukan Pemenang,"" seorang penawar menyadari bahwa jika tawarannya benar -benar berlaku, jika petahana gagal mencocokkannya, ia hampir pasti kelebihan. Mengingat hal ini, sebagian besar pesaing bahkan tidak akan repot -repot menawar dalam pelelangan ketika seorang petahana memiliki hak penolakan pertama, dan mereka yang mengajukan tawaran tidak secara rasional menginvestasikan waktu, biaya dan keahlian yang diperlukan; Mereka mungkin hanya ""menembakkan"" tawaran ""rendah - bola"". Lagi pula, di hampir setiap ""keadaan dunia"" yang mungkin muncul dari pelelangan yang diharapkan oleh para pesaing untuk kehilangan uang. Jadi, petahana hampir selalu mempertahankan kontrak di bawah ini - harga pasar, meskipun petahana tidak harus menempatkan nilai tertinggi pada kontrak karena petahana tidak dapat menggunakan kontrak untuk penggunaannya yang paling efisien."
0,"Re: Langkah Selanjutnya Al, saya telah berbicara dengan Mark Lay dan dia tertarik. Bahkan jika kami tidak dapat membantu Anda di sini di Enron, ia mungkin dapat menghubungkan Anda dengan grup CV lain di kota. Tolong, panggil dia secara langsung dan berikan nama saya sebagai referensi. (713) 853 - 7408 Semoga berhasil. Vince - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Vince J Kaminski / Hou / ECT pada 01 /24 /2001 02: 20 PM - - - - - - - - - - - - - - - - - - - - - - - - - - ' Mark berbaring dan meninggalkan pesan di pesan suaranya. Vince Al Arfsten pada 01 /24 /2001 11: 16: 25 AM ke: vkamins @ enron. Com CC: Subjek: Langkah Berikutnya Vince: Saran Anda untuk memperkenalkan konsep yang dibahas dengan salah satu LAY disambut. Saya berharap ini berarti Anda akan tetap terlibat pada tingkat tertentu. Desain model dan ekonomi potensial bisa menjadi kunci seberapa layak upaya ini. Enron bisa menjadi lingkungan yang ideal dari mana ke peningkatan konsep melalui komersialisasi dapat berhasil dicapai. Mohon berbagi masalah secara rahasia seperti yang Anda pikirkan dan beri tahu saya tentang minat yang dihasilkan. Saya siap bertemu di sana di gedung Anda atau di tempat lain yang sesuai. Salam Hormat, Al Arfsten 713 965 2158"
0,"Re: Nomor kontak London Hai Anita, apa kabar? Saya tiba kemarin pagi dari bandara London Gatwick. karena lalu lintas jam sibuk, dll. Butuh beberapa saat untuk masuk ke kota ke hotel. Juga, karena hari Mei (Mei) protes / kerusuhan, dll. , manajemen hotel sangat merekomendasikan agar kami tetap di hotel. Namun, saya di kantor hari ini. Saya dapat dihubungi melalui email atau melalui telepon di 44 (0) 207 783 5647. Hati -hati, Iris - - - - - Pesan Asli - - - - - - Dari: DuPont, Anita Terkirim: Selasa, 01 Mei 2001 5: 23 PM ke: mmumford @ enron. Com CC: Mack, Iris; Crenshaw, Subjek Shirley: i. M . Mack 30 Apr - 15 Mei * * Tinjauan PLSE untuk akurasi * * Agen CE / CE Pemesanan Ref X 7 W 882 Mack / Iris EB 1972 Enron Corp Penting: Tinggi Lihat Jadwal Iris di bawah ini. Saya pikir rencana awalnya adalah mendarat pagi ini dan datang ke Enron House pada sore hari. Lihat rencana perjalanan untuk nomor telepon hotel. Beri tahu saya jika saya dapat membantu dengan cara lain. terima kasih . Tanggal Layanan Anita Dari untuk Berangkat Tiba Continental Airlines 30 Apr Houston TX London Gatwick 350 P 655 A CO 34 J Mon G. BUSH IAH GATWICK 01 Mei Terminal Terminal Dom Sore / Snack Non Stop Reservasi Dikonfirmasi 9: 05 Durasi Makanan Vegetarian, Non - Dairy Confirmed Aircraft: Boeing 777 - 200/300 Hotel 30 Apr Athenaeum Hotel dan Apartemen 11 Mei 116 Piccadilly London England, WLV, WLV OBJ United Kingdom Telepon: 44 - (0) - 207 - 499 - 3464 Faks: 44 - (0) - 207 - 493 - 1860 Konfirmasi: Claire 25 Apr Tingkat: RAC GBP 270. 00 per malam jaminan diberikan prereg aktual arr lmay 655 AM apartemen untuk menghindari penagihan batal pada pukul 6 sore 24 jam sebelumnya Continental Airlines 11 Mei London Gatwick Houston TX 1200 N 415 P CO 5 J Fri Gatwick G. Terminal Bush IAH Terminal S DOM Makan Siang / Snack Non Stop Reservasi Dikonfirmasi 10: 15 Durasi Vegetarian Meal, Non - Dairy Confirmed Aircraft: Boeing 777 - 200/300"
0,"Sesi Panel Pada 2001 PES Meeting Vince dan Vasant, saya diminta oleh salah satu penasihat saya untuk berada di panel untuk Summer Power Engineering Society. Saya menyatakan bahwa saya tidak dapat membocorkan informasi apa pun tentang upaya pemodelan di Enron tetapi dapat memberikan gambaran umum dan mencakup pekerjaan disertasi saya. Dia menyatakan bahwa dia mengerti dan perusahaan lain telah menyatakan keprihatinan yang sama. Saya kira saya perlu OK Anda untuk menghadiri presentasi dan hadiah ini. Terima kasih, Lance - - - - - - - - - - - - - - - - - - - - - - - - diteruskan oleh Lance Cunningham / Na / Enron pada 03/27 / 2001 10: 24 pagi - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ""Martin l. Baughman"" pada 03/27 / 2001 08: 59: 35 AM ke: Shams. siddiqi @ lcra. org, Harry. Singh @ neg. pge. com, Lance. Cunningham @ Enron. com, rosenberg @ hotmail. com, ""Camporeale, Robert"" CC: Baran @ EOS. NCSU. edu, liu @ ee. Washington. Subjek EDU: Sesi Panel di Pes 2001 PES Meeting Gentlemen: Terima kasih telah setuju untuk berpartisipasi di panel. Untuk mematuhi persyaratan kontrol kualitas masyarakat, saya harus meminta dari masing -masing dari Anda: 1. Nama, afiliasi, dan judul presentasi seperti yang Anda inginkan tercantum dalam program. 2. Ringkasan presentasi 2 - 6. Ringkasan ini akan muncul dalam proses. Banyak pembicara hanya menyediakan beberapa slide PowerPoint yang berisi informasi ini, atau sebagai alternatif, beberapa paragraf teks yang merangkum poin yang ingin mereka buat dalam presentasi mereka. Harap berikan informasi ini kepada saya sebelum 2 April. Inilah status panel sejauh ini. Judul: Perdagangan Daya dan Manajemen Aset: Alat Perdagangan yang Diminta Hari dan Waktu: Rabu Sesi Pagi 18 Juli Sejumlah Alat Anlytical Canggih Digunakan dalam Dukungan Perdagangan Daya dan Kegiatan Manajemen Aset. Ini termasuk berbagai model waktu - seri, stokastik, dan fisik kuantitas dan harga, alat analisis portofolio dan risiko, dan alat manajemen risiko lainnya. Dalam panel ini, pendekatan analitik disurvei dan dibahas. Panelis: Lance Cunningham / Manajer yang Dikonfirmasi, Penelitian Enron Amerika Utara Micahel Rosenberg / Dikonfirmasi TXU Shams Siddiqi / Direktur LCRA Harry Singh / Direktur Konfirmasi, Ekonomi Pasar PG&E Grup Energi Nasional Robert Camporeale Coned Energy Organizer and Chair: Martin L. Baughman ECE Departemen Universitas Texas di Austin Remember, pada 2 April. MARTY MARTIN L. Baughman Ece Dept. ENS 348 University of Texas di Austin Austin, TX 78712 Ph. (512) 471 - 5376 Faks (512) 471 - 5532"
